#K-Path     Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# Band-Index    1
   0.112   -11.247 -0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.028
   0.104   -11.258  0.144  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.095   -11.269 -0.098  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.100
   0.086   -11.278 -0.048  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.048
   0.078   -11.287  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.006
   0.069   -11.295  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.060   -11.302  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.068
   0.052   -11.308 -0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010
   0.043   -11.313 -0.158  0.000 -0.002  0.000  0.000  0.000  0.000  0.000  0.000 -0.160
   0.035   -11.318  0.152  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.154
   0.026   -11.321 -0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.006
   0.017   -11.323 -0.008  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.008
   0.009   -11.325 -0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.004
   0.000   -11.325 -0.144  0.000 -0.002  0.000  0.000  0.000  0.000  0.000  0.000 -0.146
# Band-Index   71
   0.000   -10.173  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.009   -10.174 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   0.017   -10.174  0.134  0.000  0.002  0.000  0.000  0.000  0.002  0.000  0.000  0.140
   0.026   -10.174 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   0.035   -10.175 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   0.043   -10.175  0.018  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.018
   0.052   -10.175  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.038
   0.060   -10.175  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.069   -10.174 -0.078  0.000 -0.002  0.000  0.000  0.000 -0.002  0.000  0.000 -0.082
   0.078   -10.174 -0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.038
   0.086   -10.173  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.095   -10.171 -0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.004
   0.104   -10.170 -0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.038
   0.112   -10.168  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.121   -10.166  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.130   -10.164  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.138   -10.162  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.147   -10.159  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.032
   0.156   -10.156  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.164   -10.154  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.173   -10.151  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.181   -10.147  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.190   -10.144 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.004
   0.199   -10.141 -0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.014
   0.207   -10.138  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.006
   0.216   -10.134 -0.018  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.020
   0.225   -10.130  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.018
   0.233   -10.127 -0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.006
   0.242   -10.123  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.008
   0.251   -10.120 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   0.259   -10.116  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.006
   0.268   -10.112  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.276   -10.109  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.285   -10.105  0.008  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   0.294   -10.101  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.302   -10.098  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.311   -10.094  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.320   -10.090  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.328   -10.087  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.337   -10.083  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.346   -10.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.354   -10.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.363   -10.073  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.371   -10.069  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.380   -10.066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.389   -10.063  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.397   -10.059  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.406   -10.056  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.415   -10.053  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.423   -10.049  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.432   -10.046  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.441   -10.043  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.449   -10.040  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.458   -10.037  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.467   -10.034  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.475   -10.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.484   -10.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.492   -10.035  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.501   -10.040  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.510   -10.049  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   0.510   -10.049  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   0.518   -10.048  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.527   -10.046  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.536   -10.045  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.544   -10.043  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.553   -10.042  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.562   -10.040  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.570   -10.038  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.579   -10.036  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.587   -10.033  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.596   -10.031  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.605   -10.029  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.613   -10.027  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.622   -10.025  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.631   -10.023  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.639   -10.021  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.648   -10.019  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.657   -10.017  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.665   -10.015  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.674   -10.013  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.682   -10.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.691   -10.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.700   -10.008  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.708   -10.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.717   -10.005  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.726   -10.003  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.734   -10.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.743   -10.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.752    -9.998  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.760    -9.996  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.769    -9.995  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.778    -9.993  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.786    -9.991  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.795    -9.990  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.803    -9.988  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.812    -9.986  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.821    -9.985  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.829    -9.983  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.838    -9.982  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.847    -9.981  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.855    -9.979  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.864    -9.978  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.873    -9.977  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.881    -9.976  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.890    -9.974  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.898    -9.973  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.907    -9.973  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.916    -9.972  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.924    -9.971  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.933    -9.970  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.942    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.950    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.959    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.968    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.976    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.985    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.993    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.002    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.011    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.019    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.019    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.032    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.044    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.056    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.068    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.080    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.093    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.105    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.117    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.129    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.142    -9.970  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.154    -9.972  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.166    -9.973  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.178    -9.976  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.190    -9.980  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.203    -9.988 -0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010
   1.215   -10.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.227   -10.007  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.239   -10.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.252   -10.017  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.264   -10.022  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.276   -10.027  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.288   -10.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.300   -10.038  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.313   -10.043  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.325   -10.049  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.337   -10.055  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.349   -10.061  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.361   -10.067 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.374   -10.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.386   -10.078  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.398   -10.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.410   -10.090  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.423   -10.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.435   -10.102  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.447   -10.108  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.459   -10.113  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.018
   1.471   -10.119  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.484   -10.124  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.496   -10.129 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.004
   1.508   -10.134  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.520   -10.139  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.006
   1.533   -10.143  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.545   -10.148  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.557   -10.152 -0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.032
   1.569   -10.156  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.581   -10.159  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.594   -10.162 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.606   -10.165 -0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.014
   1.618   -10.168 -0.034  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.036
   1.630   -10.170  0.040  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.042
   1.642   -10.172  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.655   -10.174  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   1.667   -10.175  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.679   -10.175  0.078  0.000  0.002  0.000  0.000  0.000  0.002  0.000  0.000  0.080
   1.691   -10.175 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.704   -10.175 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.716   -10.174 -0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.004
   1.728   -10.174  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.740   -10.173 -0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.004
# Band-Index   72
   1.740   -10.173  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.728   -10.174 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.716   -10.174  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.704   -10.175  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.691   -10.175  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.679   -10.175 -0.078  0.000 -0.002  0.000  0.000  0.000 -0.002  0.000  0.000 -0.080
   1.667   -10.175  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.655   -10.174 -0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.016
   1.642   -10.172 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.630   -10.170 -0.040  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.042
   1.618   -10.168  0.034  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.036
   1.606   -10.165  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.014
   1.594   -10.162  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.581   -10.159 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.569   -10.156  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.557   -10.152  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.032
   1.545   -10.148  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.533   -10.143  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.520   -10.139 -0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.006
   1.508   -10.134  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.496   -10.129  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.484   -10.124  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.471   -10.119  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.459   -10.113 -0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.018
   1.447   -10.108  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.435   -10.102  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.423   -10.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.410   -10.090  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.398   -10.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.386   -10.078  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.374   -10.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.361   -10.067  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.349   -10.061  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.337   -10.055  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.325   -10.049 -0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.004
   1.313   -10.043 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.300   -10.038  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.288   -10.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.276   -10.027  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.264   -10.022  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.252   -10.017  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.239   -10.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.227   -10.007 -0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
   1.215   -10.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.203    -9.988  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   1.190    -9.980  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.178    -9.976  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.166    -9.973  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.154    -9.972  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.142    -9.970  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.129    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.117    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.105    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.093    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.080    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.068    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.056    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.044    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.032    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.019    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.019    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.011    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.002    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.993    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.985    -9.967  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.976    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.968    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.959    -9.968  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.950    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.942    -9.969  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.933    -9.970  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.924    -9.971  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.916    -9.972  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.907    -9.973  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.898    -9.973  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.890    -9.974  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.881    -9.976  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.873    -9.977  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.864    -9.978  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.855    -9.979  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.847    -9.981  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.838    -9.982  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
